maintenance_id,equipment_id,maintenance_date,maintenance_type,issue_category,severity,downtime_hours,maintenance_cost_inr,engine_hours_at_maintenance
M_001212,EQ_00421,2025-06-15,Corrective,Tires/Tracks,Low,9.7,27608.58,6734
M_001213,EQ_00421,2026-02-22,Corrective,Scheduled Service,Medium,4.6,12759.7,5328
M_001214,EQ_00422,2024-11-26,Preventive,Electrical,Low,10.7,33957.59,6346
M_001215,EQ_00422,2025-01-25,Preventive,Tires/Tracks,Low,10.3,16042.04,7416
M_001216,EQ_00422,2024-01-15,Corrective,Scheduled Service,Low,3.8,14132.84,7605
M_001217,EQ_00423,2025-10-11,Corrective,Tires/Tracks,Medium,8.5,12101.1,8751
M_001218,EQ_00423,2025-10-13,Corrective,Tires/Tracks,Medium,13.1,54294.97,8684
M_001219,EQ_00423,2024-03-01,Corrective,Electrical,Low,9.5,38906.0,7833
M_001220,EQ_00424,2024-12-18,Preventive,Scheduled Service,Medium,8.4,32235.84,2632
M_001221,EQ_00424,2025-08-19,Preventive,Electrical,Medium,2.9,12520.91,3068
M_001222,EQ_00425,2025-11-11,Corrective,Scheduled Service,Low,3.0,3676.82,15439
M_001223,EQ_00425,2024-06-14,Corrective,Electrical,Medium,9.5,21180.69,14950
M_001224,EQ_00425,2025-01-31,Preventive,Electrical,Low,2.4,10759.49,15470
M_001225,EQ_00425,2026-04-08,Corrective,Scheduled Service,Medium,6.0,21717.31,15010
M_001226,EQ_00425,2025-06-24,Preventive,Electrical,High,11.8,14891.91,14920
M_001227,EQ_00426,2025-04-26,Corrective,Electrical,High,23.3,57820.67,11655
M_001228,EQ_00426,2024-07-10,Preventive,Engine,Low,1.1,2399.31,12784
M_001229,EQ_00426,2025-10-22,Preventive,Electrical,Low,8.0,25879.59,12081
M_001230,EQ_00426,2026-04-02,Corrective,Electrical,Low,9.6,27198.83,12790
M_001231,EQ_00427,2025-02-11,Preventive,Tires/Tracks,Low,10.3,32106.31,18767
M_001232,EQ_00427,2024-10-19,Preventive,Scheduled Service,Low,0.8,2322.94,18109
M_001233,EQ_00428,2025-07-17,Corrective,Hydraulic,High,18.0,44719.51,16543
M_001234,EQ_00428,2025-07-31,Preventive,Electrical,Medium,18.2,48674.72,15286
M_001235,EQ_00428,2026-02-05,Preventive,Tires/Tracks,Medium,18.3,74045.72,14788
M_001236,EQ_00429,2025-10-14,Preventive,Tires/Tracks,High,16.7,59356.17,3729
M_001237,EQ_00429,2024-07-13,Preventive,Engine,Low,3.7,6494.89,3219
M_001238,EQ_00429,2026-04-27,Corrective,Electrical,Medium,7.2,13959.51,3449
M_001239,EQ_00429,2024-06-13,Preventive,Tires/Tracks,Low,35.7,129304.18,4260
M_001240,EQ_00430,2024-02-01,Preventive,Engine,Low,9.6,15015.81,1168
M_001241,EQ_00430,2025-03-22,Preventive,Engine,Medium,16.1,49650.51,1927
M_001242,EQ_00430,2025-06-22,Preventive,Engine,Low,3.0,8655.44,1069
M_001243,EQ_00430,2025-04-09,Preventive,Scheduled Service,Low,13.9,42665.02,2889
M_001244,EQ_00431,2026-04-23,Corrective,Hydraulic,Medium,13.5,47307.91,9967
M_001245,EQ_00431,2024-10-02,Corrective,Electrical,Low,3.2,4398.99,9659
M_001246,EQ_00431,2024-04-25,Preventive,Engine,Low,20.2,61485.02,8682
M_001247,EQ_00431,2025-10-06,Corrective,Hydraulic,Low,19.3,59449.95,8915
M_001248,EQ_00431,2024-10-27,Preventive,Engine,Low,1.5,3973.09,10125
M_001249,EQ_00432,2024-02-10,Preventive,Hydraulic,Medium,10.6,41956.77,10119
M_001250,EQ_00432,2026-05-06,Corrective,Electrical,High,16.5,40305.44,11513
M_001251,EQ_00432,2025-08-07,Corrective,Hydraulic,Medium,3.8,7355.22,11161
M_001252,EQ_00432,2025-01-25,Preventive,Hydraulic,Low,17.0,45133.64,10173
M_001253,EQ_00433,2025-05-04,Corrective,Tires/Tracks,Medium,2.4,7300.86,5846
M_001254,EQ_00433,2026-01-08,Preventive,Engine,High,9.0,16052.7,5861
M_001255,EQ_00433,2026-07-06,Corrective,Scheduled Service,Low,7.6,18183.45,4680
M_001256,EQ_00434,2025-08-19,Corrective,Scheduled Service,High,8.9,18175.55,17141
M_001257,EQ_00434,2024-11-11,Corrective,Tires/Tracks,Low,2.9,9292.15,16881
M_001258,EQ_00435,2026-07-08,Preventive,Tires/Tracks,Medium,6.2,18209.71,12100
M_001259,EQ_00435,2026-01-28,Preventive,Scheduled Service,Low,22.4,98281.02,12860
M_001260,EQ_00436,2025-12-01,Preventive,Engine,Medium,14.0,60684.27,16110
M_001261,EQ_00436,2025-02-02,Preventive,Tires/Tracks,Medium,0.8,2338.03,17504
M_001262,EQ_00436,2025-05-29,Preventive,Electrical,Medium,1.5,4778.7,17034
M_001263,EQ_00437,2026-06-12,Corrective,Tires/Tracks,Low,2.4,4641.06,2274
M_001264,EQ_00437,2025-05-10,Preventive,Electrical,Low,11.7,35057.37,2571
M_001265,EQ_00437,2026-02-05,Preventive,Electrical,Low,14.3,25260.61,3301
M_001266,EQ_00437,2025-09-20,Preventive,Engine,Low,14.2,56587.99,3418
M_001267,EQ_00437,2024-04-28,Preventive,Tires/Tracks,High,23.7,45735.77,2033
M_001268,EQ_00438,2024-01-11,Corrective,Hydraulic,Low,13.0,29457.28,18766
M_001269,EQ_00438,2025-04-17,Corrective,Electrical,Medium,23.2,36498.28,17105
M_001270,EQ_00438,2024-11-26,Preventive,Hydraulic,Low,2.5,7644.03,17290
M_001271,EQ_00439,2024-01-10,Preventive,Electrical,Low,16.5,34494.17,5697
M_001272,EQ_00439,2024-04-14,Preventive,Scheduled Service,High,3.9,15147.0,5193
M_001273,EQ_00439,2025-11-10,Corrective,Scheduled Service,Low,17.5,75675.99,4310
M_001274,EQ_00439,2025-02-20,Corrective,Scheduled Service,Medium,6.4,15144.94,5281
M_001275,EQ_00440,2026-07-03,Preventive,Tires/Tracks,Low,4.3,5826.22,10465
M_001276,EQ_00440,2024-12-01,Preventive,Electrical,Medium,4.6,10094.93,10676
M_001277,EQ_00440,2025-08-21,Preventive,Hydraulic,Low,2.4,3019.24,9983
M_001278,EQ_00440,2026-03-15,Corrective,Scheduled Service,High,50.2,208853.71,9435
M_001279,EQ_00441,2024-09-26,Preventive,Hydraulic,Medium,16.4,66905.72,8981
M_001280,EQ_00441,2024-03-05,Preventive,Engine,Low,14.1,33067.89,9788
M_001281,EQ_00441,2026-01-22,Preventive,Engine,Low,11.0,42703.33,9040
M_001282,EQ_00442,2024-03-03,Preventive,Tires/Tracks,Low,22.4,72202.33,18097
M_001283,EQ_00442,2024-11-27,Preventive,Engine,High,17.0,44791.61,17345
M_001284,EQ_00442,2024-03-11,Corrective,Tires/Tracks,Medium,0.9,3473.91,18405
M_001285,EQ_00443,2026-01-24,Preventive,Tires/Tracks,Medium,11.9,20734.39,6629
M_001286,EQ_00443,2024-12-05,Preventive,Electrical,Low,15.7,41642.83,7269
M_001287,EQ_00443,2025-10-02,Preventive,Tires/Tracks,High,28.2,96287.67,6002
M_001288,EQ_00443,2025-08-29,Preventive,Tires/Tracks,Low,8.0,34302.87,6786
M_001289,EQ_00443,2025-11-22,Corrective,Engine,Low,18.7,79147.93,6328
M_001290,EQ_00444,2024-06-27,Preventive,Scheduled Service,Low,8.1,31137.03,4680
M_001291,EQ_00444,2024-01-06,Corrective,Electrical,High,12.7,42095.43,5547
M_001292,EQ_00445,2025-07-19,Corrective,Electrical,Low,8.3,11922.36,7946
M_001293,EQ_00446,2024-08-08,Preventive,Scheduled Service,Low,9.4,16095.97,7699
M_001294,EQ_00446,2026-01-03,Preventive,Tires/Tracks,Low,11.7,52177.07,8485
M_001295,EQ_00446,2024-05-10,Preventive,Scheduled Service,Medium,8.4,17981.42,8458
M_001296,EQ_00447,2024-05-23,Corrective,Scheduled Service,Medium,7.1,16091.55,4560
M_001297,EQ_00447,2025-07-12,Corrective,Electrical,Low,4.6,12197.81,3809
M_001298,EQ_00447,2025-01-31,Preventive,Electrical,Low,13.6,31537.98,5352
M_001299,EQ_00448,2025-05-31,Preventive,Scheduled Service,Medium,16.2,27612.9,4033
M_001300,EQ_00448,2025-06-08,Preventive,Engine,Low,3.1,13027.21,3525
M_001301,EQ_00448,2025-03-17,Corrective,Engine,Medium,8.3,32791.41,4271
M_001302,EQ_00448,2026-04-28,Corrective,Engine,Medium,4.9,15747.27,3501
M_001303,EQ_00449,2024-04-25,Corrective,Electrical,Low,10.9,47303.92,5714
M_001304,EQ_00449,2024-01-05,Corrective,Scheduled Service,Medium,8.9,26088.99,5807
M_001305,EQ_00450,2025-04-07,Corrective,Engine,Medium,25.2,74938.95,9703
M_001306,EQ_00450,2025-12-21,Preventive,Engine,Medium,5.6,20709.26,10488
M_001307,EQ_00450,2025-03-08,Preventive,Scheduled Service,Low,0.2,307.33,10378
M_001308,EQ_00451,2024-06-30,Preventive,Scheduled Service,Medium,4.1,12810.15,8850
M_001309,EQ_00451,2025-12-25,Preventive,Tires/Tracks,Low,13.9,29411.44,7921
M_001310,EQ_00451,2025-09-14,Corrective,Engine,Low,4.8,10710.37,7469
M_001311,EQ_00451,2025-02-09,Preventive,Tires/Tracks,Low,26.3,79511.72,8550
M_001312,EQ_00451,2026-06-28,Preventive,Scheduled Service,Low,11.1,19873.03,7464
M_001313,EQ_00452,2024-08-14,Preventive,Electrical,Low,6.1,14668.45,9392
M_001314,EQ_00452,2025-03-27,Corrective,Electrical,High,52.0,71766.99,9119
M_001315,EQ_00452,2024-08-19,Corrective,Engine,High,13.1,47012.13,8908
M_001316,EQ_00452,2024-04-18,Preventive,Scheduled Service,Low,8.3,10697.97,8942
M_001317,EQ_00452,2025-03-21,Corrective,Scheduled Service,High,15.0,67465.29,8323
M_001318,EQ_00453,2024-06-12,Preventive,Tires/Tracks,Low,6.1,13429.15,16691
M_001319,EQ_00453,2026-03-24,Preventive,Scheduled Service,Low,11.9,27939.9,16958
M_001320,EQ_00453,2024-07-02,Preventive,Scheduled Service,Medium,1.6,4479.9,15395
M_001321,EQ_00453,2024-07-12,Corrective,Tires/Tracks,Medium,11.4,47717.23,16052
M_001322,EQ_00454,2026-05-03,Preventive,Electrical,Medium,4.5,14375.9,6003
M_001323,EQ_00454,2024-02-01,Corrective,Engine,High,12.7,23722.96,5473
M_001324,EQ_00454,2026-05-09,Corrective,Tires/Tracks,Medium,11.9,18067.96,5656
M_001325,EQ_00455,2026-01-16,Corrective,Engine,Low,4.5,15177.48,19842
M_001326,EQ_00455,2026-03-14,Corrective,Scheduled Service,Low,1.4,4699.9,21038
M_001327,EQ_00455,2026-06-06,Preventive,Hydraulic,Low,10.5,17584.96,19295
M_001328,EQ_00456,2024-10-05,Preventive,Scheduled Service,Medium,6.6,28699.9,17505
M_001329,EQ_00457,2026-01-22,Preventive,Scheduled Service,Medium,11.4,26854.9,4035
M_001330,EQ_00457,2025-03-12,Corrective,Hydraulic,Low,7.4,19856.92,3980
M_001331,EQ_00457,2025-07-05,Corrective,Scheduled Service,Low,4.6,19306.9,3273
M_001332,EQ_00458,2025-04-03,Corrective,Scheduled Service,High,46.6,172262.86,7298
M_001333,EQ_00458,2024-11-01,Corrective,Hydraulic,Low,15.8,41645.79,7648
M_001334,EQ_00458,2026-03-07,Preventive,Electrical,Medium,3.9,9683.25,6523
M_001335,EQ_00459,2026-08-06,Corrective,Hydraulic,High,15.3,35942.31,4691
M_001336,EQ_00459,2025-05-14,Corrective,Scheduled Service,Medium,1.5,6404.43,5340
M_001337,EQ_00459,2024-05-28,Preventive,Tires/Tracks,Low,26.6,108661.08,3913
M_001338,EQ_00459,2025-08-20,Preventive,Tires/Tracks,Medium,4.9,18048.09,4666
M_001339,EQ_00459,2026-05-28,Corrective,Hydraulic,High,27.1,92267.22,4419
M_001340,EQ_00460,2024-10-12,Preventive,Hydraulic,Medium,2.8,4094.23,6022
M_001341,EQ_00461,2024-04-04,Preventive,Scheduled Service,Medium,3.9,7187.81,8214
M_001342,EQ_00461,2025-09-20,Preventive,Electrical,Medium,22.2,51931.48,7736
M_001343,EQ_00462,2025-06-27,Preventive,Tires/Tracks,Medium,10.1,17565.25,2689
M_001344,EQ_00462,2025-05-22,Corrective,Engine,Low,19.2,69352.24,3178
M_001345,EQ_00462,2024-11-03,Preventive,Hydraulic,High,45.5,161174.59,4037
M_001346,EQ_00462,2024-11-20,Preventive,Engine,Medium,8.3,24783.34,4034
M_001347,EQ_00463,2024-10-02,Corrective,Electrical,High,12.8,54369.25,135
M_001348,EQ_00463,2026-05-12,Corrective,Hydraulic,Medium,10.7,26647.88,869
M_001349,EQ_00463,2025-08-26,Corrective,Electrical,Low,15.7,48518.75,684
M_001350,EQ_00464,2025-07-18,Preventive,Hydraulic,Low,7.8,25844.73,9076
M_001351,EQ_00464,2025-03-27,Preventive,Engine,Medium,21.3,62570.61,9295
M_001352,EQ_00464,2024-08-30,Corrective,Tires/Tracks,Low,21.1,65297.54,9850
M_001353,EQ_00464,2025-10-28,Preventive,Tires/Tracks,Medium,13.0,44639.5,10289
M_001354,EQ_00465,2025-06-15,Corrective,Tires/Tracks,High,6.0,9441.27,16288
M_001355,EQ_00466,2024-05-31,Corrective,Scheduled Service,Low,12.5,23268.76,7203
M_001356,EQ_00466,2026-08-13,Corrective,Tires/Tracks,Low,5.4,15879.08,6997
M_001357,EQ_00466,2025-10-30,Preventive,Engine,Medium,18.9,78630.45,7416
M_001358,EQ_00466,2024-08-01,Corrective,Engine,Low,10.1,12763.16,6210
M_001359,EQ_00467,2025-02-02,Preventive,Tires/Tracks,Low,4.6,11264.72,19037
M_001360,EQ_00467,2024-12-10,Corrective,Engine,Low,4.5,11193.15,18101
M_001361,EQ_00467,2024-02-06,Corrective,Tires/Tracks,Medium,4.0,16000.53,19092
M_001362,EQ_00467,2026-02-04,Corrective,Hydraulic,Low,7.4,29976.61,19730
M_001363,EQ_00468,2026-06-24,Preventive,Electrical,Low,8.8,31286.96,8954
M_001364,EQ_00468,2026-07-22,Corrective,Tires/Tracks,Medium,24.4,55703.42,9329
M_001365,EQ_00468,2024-07-16,Preventive,Electrical,Low,14.1,24879.67,8333
M_001366,EQ_00468,2026-06-07,Corrective,Hydraulic,Medium,2.9,8256.55,8914
M_001367,EQ_00469,2026-05-21,Preventive,Electrical,Medium,7.5,18612.62,19057
M_001368,EQ_00469,2024-02-15,Corrective,Electrical,Low,11.5,37245.75,20156
M_001369,EQ_00469,2025-08-12,Corrective,Tires/Tracks,Medium,8.7,13826.65,19293
M_001370,EQ_00470,2025-03-09,Preventive,Engine,Medium,12.4,28387.08,6408
M_001371,EQ_00470,2024-05-02,Corrective,Hydraulic,High,18.0,62160.49,5679
M_001372,EQ_00470,2025-05-17,Preventive,Engine,Medium,7.9,28941.42,5776
M_001373,EQ_00471,2025-04-02,Corrective,Engine,Medium,8.2,23398.43,12537
M_001374,EQ_00471,2024-07-08,Corrective,Electrical,Low,6.3,17801.63,11183
M_001375,EQ_00471,2025-11-18,Corrective,Electrical,Medium,9.4,16522.81,12920
M_001376,EQ_00472,2024-05-06,Preventive,Electrical,Low,11.8,37429.64,16512
M_001377,EQ_00472,2025-12-29,Corrective,Electrical,Low,5.8,11790.1,17533
M_001378,EQ_00472,2026-04-17,Corrective,Tires/Tracks,Low,3.1,6277.9,17056
M_001379,EQ_00472,2026-02-10,Preventive,Electrical,Medium,1.8,6143.77,17552
M_001380,EQ_00472,2024-03-31,Corrective,Scheduled Service,Low,10.7,16759.43,17297
M_001381,EQ_00473,2025-11-22,Preventive,Hydraulic,Low,14.1,37906.04,2396
M_001382,EQ_00473,2025-07-20,Preventive,Electrical,Medium,9.1,26806.09,804
M_001383,EQ_00473,2025-06-12,Preventive,Hydraulic,Medium,19.7,77363.44,1167
M_001384,EQ_00474,2024-12-05,Preventive,Engine,Low,6.8,8213.38,21013
M_001385,EQ_00474,2024-02-01,Preventive,Engine,Medium,25.2,58112.33,20431
M_001386,EQ_00474,2026-04-27,Corrective,Hydraulic,High,11.0,40105.68,20664
M_001387,EQ_00474,2025-07-01,Preventive,Hydraulic,Low,3.4,10846.37,20907
M_001388,EQ_00474,2025-12-03,Preventive,Tires/Tracks,High,1.3,3579.86,20967
M_001389,EQ_00475,2025-12-26,Preventive,Tires/Tracks,Medium,10.5,45033.28,8544
M_001390,EQ_00475,2026-08-15,Preventive,Scheduled Service,Low,1.0,2019.67,7668
M_001391,EQ_00475,2026-05-12,Preventive,Tires/Tracks,Medium,16.2,56583.66,9194
M_001392,EQ_00475,2025-05-06,Preventive,Hydraulic,Low,7.1,21600.32,8573
M_001393,EQ_00475,2026-03-29,Preventive,Engine,Low,26.6,45942.84,8778
M_001394,EQ_00476,2024-06-01,Preventive,Hydraulic,Low,12.7,43230.15,11205
M_001395,EQ_00476,2026-07-12,Preventive,Scheduled Service,Medium,3.7,16113.05,10533
M_001396,EQ_00476,2024-03-31,Corrective,Scheduled Service,Low,10.8,21620.03,11373
M_001397,EQ_00476,2024-11-18,Preventive,Electrical,High,11.1,17215.24,10631
M_001398,EQ_00477,2024-12-19,Preventive,Scheduled Service,Low,4.0,8166.42,13486
M_001399,EQ_00477,2026-08-07,Preventive,Engine,Medium,7.5,30676.76,14001
M_001400,EQ_00477,2024-08-23,Preventive,Electrical,Low,4.2,11189.64,13154
M_001401,EQ_00477,2024-08-17,Preventive,Hydraulic,Medium,4.5,6941.81,13419
M_001402,EQ_00477,2024-05-28,Preventive,Electrical,Low,9.4,30668.36,14547
M_001403,EQ_00478,2024-07-29,Corrective,Scheduled Service,Medium,6.6,29136.35,13621
M_001404,EQ_00478,2025-01-25,Corrective,Hydraulic,Low,13.7,37206.5,13380
M_001405,EQ_00478,2025-12-16,Preventive,Tires/Tracks,Low,13.5,19448.71,14940
M_001406,EQ_00479,2026-03-21,Preventive,Electrical,Medium,6.3,15950.07,1302
M_001407,EQ_00480,2025-10-30,Preventive,Electrical,Medium,2.6,7814.84,18592
M_001408,EQ_00480,2026-03-25,Preventive,Tires/Tracks,Medium,2.9,4821.49,18601
M_001409,EQ_00480,2024-10-07,Preventive,Scheduled Service,Medium,19.8,39929.63,19084
M_001410,EQ_00480,2024-06-21,Corrective,Tires/Tracks,Low,1.7,7446.09,19255
M_001411,EQ_00481,2026-06-15,Corrective,Engine,High,27.7,70684.31,13933
M_001412,EQ_00481,2025-03-23,Preventive,Engine,Low,13.4,43055.72,13681
M_001413,EQ_00481,2025-02-18,Corrective,Electrical,Medium,4.4,7417.47,14554
M_001414,EQ_00482,2024-10-20,Corrective,Tires/Tracks,Low,2.2,7357.97,21383
M_001415,EQ_00482,2026-05-09,Corrective,Tires/Tracks,Low,8.4,24086.22,21550
M_001416,EQ_00482,2025-03-08,Corrective,Scheduled Service,High,7.6,19105.36,21526
M_001417,EQ_00482,2024-06-18,Preventive,Hydraulic,Low,5.0,12031.47,22647
M_001418,EQ_00482,2025-07-15,Preventive,Tires/Tracks,Medium,2.1,2693.84,22812
M_001419,EQ_00483,2024-04-16,Corrective,Engine,Medium,7.6,14056.16,10958
M_001420,EQ_00483,2024-01-12,Preventive,Engine,Low,2.2,4929.17,9886
M_001421,EQ_00484,2024-11-07,Preventive,Hydraulic,Low,6.4,11478.94,13625
M_001422,EQ_00485,2024-02-06,Corrective,Tires/Tracks,Medium,16.7,36360.29,10675
M_001423,EQ_00485,2025-03-26,Preventive,Tires/Tracks,Low,5.8,7800.44,10954
M_001424,EQ_00486,2024-06-26,Preventive,Scheduled Service,Low,31.5,114154.84,18975
M_001425,EQ_00486,2025-04-20,Corrective,Electrical,Low,1.8,4640.51,19398
M_001426,EQ_00486,2024-07-31,Preventive,Tires/Tracks,Low,6.0,14171.18,19904
M_001427,EQ_00487,2025-02-18,Preventive,Hydraulic,Low,27.5,110504.04,18129
M_001428,EQ_00487,2026-02-16,Corrective,Scheduled Service,Medium,12.3,36066.45,19322
M_001429,EQ_00487,2024-02-12,Preventive,Tires/Tracks,Medium,14.9,42528.9,18188
M_001430,EQ_00487,2024-09-01,Corrective,Hydraulic,Low,12.2,34505.32,18678
M_001431,EQ_00488,2024-03-19,Preventive,Electrical,Low,3.1,5538.73,20863
M_001432,EQ_00488,2024-03-06,Corrective,Scheduled Service,Low,6.3,19840.51,19452
M_001433,EQ_00488,2025-04-15,Preventive,Scheduled Service,Low,14.0,60013.28,20333
M_001434,EQ_00489,2026-05-13,Preventive,Hydraulic,Low,1.4,1795.33,10483
M_001435,EQ_00489,2025-11-07,Preventive,Electrical,Low,8.6,21813.83,10843
M_001436,EQ_00489,2024-07-30,Preventive,Scheduled Service,Low,8.0,15225.83,10740
M_001437,EQ_00490,2026-08-11,Preventive,Electrical,Medium,12.8,22668.55,17419
M_001438,EQ_00490,2025-06-28,Corrective,Hydraulic,Low,13.2,24547.5,16802
M_001439,EQ_00490,2025-07-02,Preventive,Engine,Medium,9.6,32963.09,18240
M_001440,EQ_00491,2025-09-04,Corrective,Engine,Low,7.7,34536.08,9165
M_001441,EQ_00491,2025-09-02,Preventive,Hydraulic,Medium,33.3,81393.74,7604
M_001442,EQ_00491,2026-03-30,Preventive,Electrical,Low,7.7,15511.18,8544
M_001443,EQ_00491,2024-09-20,Preventive,Engine,High,0.6,2019.83,8324
M_001444,EQ_00492,2026-02-14,Corrective,Hydraulic,Low,1.9,3698.77,9438
M_001445,EQ_00492,2026-06-25,Corrective,Engine,High,10.9,13648.64,10289
M_001446,EQ_00492,2025-02-01,Corrective,Scheduled Service,Low,15.0,34735.25,10223
M_001447,EQ_00492,2024-12-16,Preventive,Tires/Tracks,Low,6.8,8430.47,10854
M_001448,EQ_00493,2024-02-23,Corrective,Electrical,Medium,19.8,75933.47,16764
M_001449,EQ_00493,2025-03-28,Corrective,Engine,Medium,8.0,34894.7,17577
M_001450,EQ_00493,2025-03-25,Corrective,Tires/Tracks,Medium,5.1,14229.65,16018
M_001451,EQ_00493,2025-10-09,Corrective,Electrical,Low,16.7,60320.17,16500
M_001452,EQ_00494,2026-06-09,Preventive,Hydraulic,Low,3.3,13676.16,2894
M_001453,EQ_00495,2026-04-10,Preventive,Electrical,Medium,1.9,2449.13,14992
M_001454,EQ_00496,2025-09-27,Corrective,Tires/Tracks,Low,24.2,74909.36,188
M_001455,EQ_00496,2026-04-04,Corrective,Scheduled Service,Low,6.9,25172.45,1586
M_001456,EQ_00496,2024-12-16,Corrective,Tires/Tracks,Low,2.3,5075.01,441
M_001457,EQ_00496,2025-09-06,Preventive,Hydraulic,Medium,9.7,30695.56,1254
M_001458,EQ_00497,2025-01-13,Corrective,Scheduled Service,Medium,11.8,50879.12,13260
M_001459,EQ_00498,2025-11-27,Preventive,Engine,Low,6.0,19187.25,10509
M_001460,EQ_00499,2026-04-29,Corrective,Scheduled Service,Medium,8.5,13086.04,9748
M_001461,EQ_00499,2024-01-06,Preventive,Tires/Tracks,Medium,1.3,3112.99,10903
M_001462,EQ_00499,2024-04-06,Preventive,Scheduled Service,Low,9.3,34100.72,10617
M_001463,EQ_00499,2026-03-03,Corrective,Hydraulic,Low,15.8,56734.48,9829
M_001464,EQ_00499,2026-07-01,Corrective,Engine,Low,8.8,32002.99,10450
M_001465,EQ_00500,2025-05-29,Preventive,Scheduled Service,Medium,7.1,27488.05,11932
M_001466,EQ_00500,2024-06-21,Preventive,Scheduled Service,Medium,13.8,35267.83,11448
M_001467,EQ_00500,2025-05-02,Corrective,Scheduled Service,Medium,7.0,25962.3,10561
M_001468,EQ_00500,2026-05-09,Preventive,Engine,Medium,4.1,12495.33,11214
M_001469,EQ_00501,2025-01-12,Corrective,Engine,Medium,24.7,32260.64,10316
M_001470,EQ_00501,2024-06-07,Corrective,Scheduled Service,Low,15.5,24425.9,10577
M_001471,EQ_00501,2026-08-16,Corrective,Electrical,Low,4.5,18660.86,12073
M_001472,EQ_00501,2026-03-24,Preventive,Scheduled Service,Low,1.8,7288.46,11516
M_001473,EQ_00502,2025-03-16,Corrective,Engine,Low,10.3,31725.99,8979
M_001474,EQ_00502,2025-07-04,Preventive,Hydraulic,Medium,1.9,7532.75,8651
M_001475,EQ_00502,2024-11-10,Preventive,Hydraulic,Low,7.4,27449.5,8692
M_001476,EQ_00502,2025-11-23,Preventive,Engine,Medium,2.1,5549.12,9434
M_001477,EQ_00503,2024-07-30,Corrective,Electrical,Medium,15.4,39116.64,10309
M_001478,EQ_00503,2024-06-21,Corrective,Electrical,Medium,18.4,74538.06,9238
M_001479,EQ_00504,2025-07-08,Corrective,Tires/Tracks,Medium,6.3,14235.24,13266
M_001480,EQ_00504,2024-05-04,Preventive,Tires/Tracks,Low,1.5,6215.77,12075
M_001481,EQ_00505,2024-06-15,Preventive,Tires/Tracks,Medium,1.4,4420.22,16854
M_001482,EQ_00505,2024-01-02,Corrective,Scheduled Service,High,12.7,52067.12,17430
M_001483,EQ_00506,2025-12-18,Preventive,Hydraulic,Low,8.3,12195.98,11916
M_001484,EQ_00506,2024-07-20,Preventive,Engine,Low,6.7,19450.28,12266
M_001485,EQ_00506,2024-07-23,Preventive,Engine,Low,9.9,37531.9,12601
M_001486,EQ_00506,2024-07-03,Corrective,Tires/Tracks,Medium,11.4,20883.18,13057
M_001487,EQ_00507,2024-01-22,Preventive,Engine,High,7.0,27984.48,14365
M_001488,EQ_00507,2025-02-07,Preventive,Engine,Medium,6.1,11816.23,13847
M_001489,EQ_00507,2024-10-24,Preventive,Electrical,Low,8.0,25149.11,13899
M_001490,EQ_00508,2025-02-27,Preventive,Scheduled Service,Low,1.6,6135.93,18235
M_001491,EQ_00509,2024-03-02,Corrective,Electrical,Medium,9.3,38928.08,21754
M_001492,EQ_00509,2024-09-11,Corrective,Tires/Tracks,High,37.5,45509.76,22101
M_001493,EQ_00509,2025-06-09,Preventive,Engine,Medium,1.4,3069.71,22325
M_001494,EQ_00509,2026-04-04,Corrective,Engine,Medium,15.0,31916.2,22083
M_001495,EQ_00510,2026-03-05,Preventive,Scheduled Service,High,26.5,77582.39,2200
M_001496,EQ_00510,2025-07-10,Preventive,Hydraulic,Medium,22.1,58138.99,1995
M_001497,EQ_00510,2024-11-04,Preventive,Electrical,Low,2.5,8454.11,3013
M_001498,EQ_00511,2026-08-20,Preventive,Hydraulic,Medium,6.8,20931.15,16005
M_001499,EQ_00512,2025-07-21,Preventive,Tires/Tracks,Low,2.8,9775.57,4525
M_001500,EQ_00513,2025-02-14,Preventive,Scheduled Service,Low,11.9,52810.01,4464
M_001501,EQ_00513,2025-06-29,Corrective,Hydraulic,Low,5.0,19897.95,4205
M_001502,EQ_00513,2026-04-17,Corrective,Tires/Tracks,Medium,4.7,5885.5,3779
M_001503,EQ_00514,2024-11-06,Preventive,Hydraulic,High,9.5,25056.36,17265
M_001504,EQ_00514,2024-09-22,Preventive,Engine,High,8.2,11697.67,17504
M_001505,EQ_00514,2024-11-20,Corrective,Hydraulic,Medium,4.9,7936.41,17631
M_001506,EQ_00514,2024-03-31,Corrective,Hydraulic,Medium,19.2,38130.89,17653
M_001507,EQ_00515,2024-05-11,Preventive,Scheduled Service,Medium,9.6,34487.57,1142
M_001508,EQ_00515,2024-02-29,Preventive,Scheduled Service,Low,4.9,14870.56,1919
M_001509,EQ_00515,2025-02-16,Preventive,Scheduled Service,Medium,4.5,7819.05,2838
M_001510,EQ_00516,2024-07-17,Preventive,Tires/Tracks,Low,4.8,17744.62,18229
M_001511,EQ_00516,2025-04-19,Preventive,Scheduled Service,Low,3.6,7881.2,18155
M_001512,EQ_00516,2025-10-14,Preventive,Scheduled Service,Low,12.0,24471.33,18204
M_001513,EQ_00517,2024-12-12,Preventive,Engine,Medium,3.9,6667.18,16692
M_001514,EQ_00517,2026-06-30,Corrective,Tires/Tracks,Medium,1.2,2426.22,17573
