rental_id,equipment_id,site_id,operator_id,checkout_date,expected_return_date,actual_return_date,planned_duration_days,rental_status,extension_requested,rental_cost_inr
R_000250,EQ_00750,SITE_001,OP_0266,2026-03-04,2026-03-21,2026-03-31,17,Overdue Returned,0,272000
R_000251,EQ_00019,SITE_017,OP_0006,2025-10-16,2025-11-26,,41,Overdue,0,369000
R_000252,EQ_00515,SITE_007,OP_0198,2026-02-16,2026-03-03,2026-03-03,15,Returned,0,270000
R_000253,EQ_00595,SITE_025,OP_0077,2025-03-04,2025-04-12,2025-04-12,39,Returned,0,351000
R_000254,EQ_00132,SITE_021,OP_0293,2024-11-27,2024-12-07,2024-12-07,10,Returned,1,70000
R_000255,EQ_00272,SITE_029,OP_0030,2024-04-20,2024-04-24,2024-04-25,4,Overdue Returned,0,72000
R_000256,EQ_00742,SITE_029,OP_0019,2025-01-21,2025-02-14,2025-02-14,24,Returned,0,216000
R_000257,EQ_00086,SITE_013,OP_0091,2025-06-10,2025-07-17,2025-07-17,37,Returned,0,592000
R_000258,EQ_00443,SITE_004,OP_0075,2026-01-11,2026-02-22,,42,Active,0,378000
R_000259,EQ_00745,SITE_006,OP_0231,2024-07-27,2024-08-13,,17,Active,1,306000
R_000260,EQ_00383,SITE_016,OP_0020,2024-08-10,2024-08-14,2024-08-15,4,Overdue Returned,0,28000
R_000261,EQ_00571,SITE_019,OP_0014,2025-06-18,2025-07-15,,27,Active,0,432000
R_000262,EQ_00256,SITE_010,OP_0293,2024-03-14,2024-04-24,2024-04-26,41,Overdue Returned,1,738000
R_000263,EQ_00616,SITE_009,OP_0018,2025-09-17,2025-09-26,2025-09-26,9,Returned,0,198000
R_000264,EQ_00071,SITE_004,OP_0022,2024-12-02,2024-12-05,2024-12-05,3,Returned,0,21000
R_000265,EQ_00247,SITE_014,OP_0028,2024-10-13,2024-11-27,,45,Active,0,405000
R_000266,EQ_00793,SITE_027,OP_0146,2025-08-04,2025-09-03,2025-09-03,30,Returned,0,210000
R_000267,EQ_00239,SITE_023,OP_0088,2024-04-27,2024-06-06,2024-06-06,40,Returned,0,560000
R_000268,EQ_00266,SITE_022,OP_0294,2026-06-15,2026-06-20,2026-06-18,5,Returned,0,35000
R_000269,EQ_00198,SITE_006,OP_0212,2024-01-05,2024-01-08,2024-01-08,3,Returned,1,66000
R_000270,EQ_00404,SITE_017,OP_0135,2025-07-13,2025-07-16,2025-07-14,3,Returned,0,66000
R_000271,EQ_00100,SITE_026,OP_0116,2024-01-22,2024-02-25,,34,Active,0,1020000
R_000272,EQ_00425,SITE_023,OP_0213,2024-07-16,2024-08-17,2024-08-17,32,Returned,0,576000
R_000273,EQ_00096,SITE_027,OP_0039,2026-07-14,2026-08-14,2026-08-14,31,Returned,0,279000
R_000274,EQ_00355,SITE_007,OP_0191,2026-08-01,2026-08-15,2026-08-15,14,Returned,0,224000
R_000275,EQ_00239,SITE_014,OP_0130,2024-06-10,2024-07-10,2024-07-12,30,Overdue Returned,0,420000
R_000276,EQ_00016,SITE_005,OP_0026,2025-12-07,2025-12-13,2025-12-13,6,Returned,0,108000
R_000277,EQ_00113,SITE_029,OP_0267,2026-05-15,2026-05-31,2026-05-31,16,Returned,0,112000
R_000278,EQ_00324,SITE_019,OP_0014,2024-11-15,2024-11-30,2024-11-29,15,Returned,0,270000
R_000279,EQ_00276,SITE_017,OP_0306,2024-04-03,2024-04-24,2024-04-24,21,Returned,0,294000
R_000280,EQ_00083,SITE_029,OP_0049,2024-02-20,2024-02-23,2024-02-23,3,Returned,0,42000
R_000281,EQ_00780,SITE_025,OP_0007,2026-05-19,2026-05-30,2026-05-30,11,Returned,0,154000
R_000282,EQ_00325,SITE_018,OP_0220,2025-11-22,2025-12-02,2025-12-02,10,Returned,0,160000
R_000283,EQ_00510,SITE_017,OP_0096,2024-05-11,2024-06-24,2024-06-24,44,Returned,1,396000
R_000284,EQ_00235,SITE_030,OP_0162,2026-03-29,2026-04-29,2026-04-29,31,Returned,1,434000
R_000285,EQ_00440,SITE_004,OP_0245,2026-02-19,2026-02-25,2026-02-25,6,Returned,1,84000
R_000286,EQ_00384,SITE_002,OP_0282,2025-02-26,2025-04-02,,35,Active,1,490000
R_000287,EQ_00282,SITE_013,OP_0289,2025-02-09,2025-03-06,2025-03-06,25,Returned,1,175000
R_000288,EQ_00156,SITE_013,OP_0055,2026-04-11,2026-05-22,2026-05-20,41,Returned,0,1230000
R_000289,EQ_00586,SITE_010,OP_0313,2026-04-06,2026-04-14,2026-04-19,8,Overdue Returned,0,176000
R_000290,EQ_00734,SITE_020,OP_0307,2025-07-20,2025-08-27,,38,Active,0,266000
R_000291,EQ_00788,SITE_023,OP_0322,2025-07-02,2025-08-13,2025-08-13,42,Returned,0,756000
R_000292,EQ_00576,SITE_023,OP_0336,2024-11-06,2024-11-22,,16,Active,1,224000
R_000293,EQ_00759,SITE_006,OP_0275,2024-04-16,2024-04-26,2024-04-26,10,Returned,0,220000
R_000294,EQ_00628,SITE_016,OP_0213,2025-12-03,2025-12-20,2025-12-22,17,Overdue Returned,0,238000
R_000295,EQ_00315,SITE_021,OP_0330,2025-12-25,2026-02-08,,45,Active,0,810000
R_000296,EQ_00467,SITE_010,OP_0092,2026-03-02,2026-03-08,2026-03-08,6,Returned,0,108000
R_000297,EQ_00603,SITE_022,OP_0185,2024-11-14,2024-11-24,2024-12-04,10,Overdue Returned,0,180000
R_000298,EQ_00010,SITE_018,OP_0104,2026-07-03,2026-07-13,2026-07-13,10,Returned,0,220000
R_000299,EQ_00796,SITE_008,OP_0341,2024-11-25,2024-12-10,2024-12-10,15,Returned,0,105000
R_000300,EQ_00511,SITE_017,OP_0015,2024-03-15,2024-04-26,2024-04-26,42,Returned,0,294000
R_000301,EQ_00396,SITE_003,OP_0279,2025-08-25,2025-10-03,2025-10-02,39,Returned,0,702000
R_000302,EQ_00692,SITE_016,OP_0052,2026-05-25,2026-06-22,,28,Active,0,504000
R_000303,EQ_00118,SITE_011,OP_0205,2025-12-28,2026-01-11,2026-01-11,14,Returned,0,126000
R_000304,EQ_00595,SITE_013,OP_0126,2024-09-23,2024-10-29,2024-10-29,36,Returned,1,324000
R_000305,EQ_00216,SITE_025,OP_0083,2024-09-20,2024-10-30,2024-11-01,40,Overdue Returned,0,880000
R_000306,EQ_00272,SITE_022,OP_0204,2026-03-17,2026-04-01,2026-04-01,15,Returned,0,270000
R_000307,EQ_00602,SITE_023,OP_0045,2025-09-24,2025-10-29,,35,Overdue,1,490000
R_000308,EQ_00164,SITE_016,OP_0231,2025-08-18,2025-09-17,,30,Overdue,1,480000
R_000309,EQ_00503,SITE_018,OP_0115,2025-01-30,2025-03-02,,31,Active,0,217000
R_000310,EQ_00291,SITE_001,OP_0028,2026-03-16,2026-03-25,,9,Overdue,0,198000
R_000311,EQ_00342,SITE_029,OP_0083,2025-02-10,2025-03-01,,19,Active,1,342000
R_000312,EQ_00628,SITE_018,OP_0051,2025-04-10,2025-05-25,2025-05-25,45,Returned,0,630000
R_000313,EQ_00055,SITE_020,OP_0183,2025-10-09,2025-10-24,2025-10-24,15,Returned,1,270000
R_000314,EQ_00205,SITE_018,OP_0291,2024-07-10,2024-07-22,2024-07-23,12,Overdue Returned,0,108000
R_000315,EQ_00763,SITE_006,OP_0096,2024-08-14,2024-08-19,2024-08-19,5,Returned,1,35000
R_000316,EQ_00624,SITE_013,OP_0160,2024-10-01,2024-11-12,2024-11-12,42,Returned,1,756000
R_000317,EQ_00661,SITE_030,OP_0003,2025-03-16,2025-03-24,2025-03-24,8,Returned,0,128000
R_000318,EQ_00347,SITE_009,OP_0114,2024-12-21,2025-01-22,2025-01-22,32,Returned,1,704000
R_000319,EQ_00207,SITE_007,OP_0219,2024-12-30,2025-02-02,2025-02-02,34,Returned,0,306000
R_000320,EQ_00118,SITE_016,OP_0125,2024-05-31,2024-06-10,2024-06-11,10,Overdue Returned,0,90000
R_000321,EQ_00719,SITE_009,OP_0039,2026-01-05,2026-02-06,2026-02-06,32,Returned,0,448000
R_000322,EQ_00265,SITE_009,OP_0164,2024-11-13,2024-11-17,,4,Active,0,120000
R_000323,EQ_00036,SITE_011,OP_0344,2024-12-31,2025-02-14,,45,Active,0,990000
R_000324,EQ_00392,SITE_028,OP_0327,2024-05-05,2024-06-04,,30,Overdue,0,270000
R_000325,EQ_00518,SITE_028,OP_0052,2025-07-24,2025-07-28,2025-07-28,4,Returned,0,36000
R_000326,EQ_00286,SITE_010,OP_0150,2024-12-15,2025-01-18,2025-01-19,34,Overdue Returned,0,238000
R_000327,EQ_00382,SITE_007,OP_0017,2026-06-15,2026-07-20,2026-07-21,35,Overdue Returned,0,245000
R_000328,EQ_00125,SITE_005,OP_0287,2024-01-02,2024-02-05,,34,Active,1,748000
R_000329,EQ_00195,SITE_025,OP_0142,2024-11-30,2025-01-03,2024-12-31,34,Returned,0,1020000
R_000330,EQ_00430,SITE_002,OP_0202,2025-05-02,2025-06-06,2025-06-11,35,Overdue Returned,1,490000
R_000331,EQ_00493,SITE_016,OP_0062,2024-06-18,2024-06-21,2024-06-19,3,Returned,0,21000
R_000332,EQ_00517,SITE_020,OP_0240,2025-08-23,2025-08-30,2025-08-30,7,Returned,0,154000
R_000333,EQ_00236,SITE_002,OP_0112,2026-02-08,2026-02-17,2026-02-17,9,Returned,1,126000
R_000334,EQ_00637,SITE_021,OP_0034,2024-12-19,2025-01-18,2025-01-23,30,Overdue Returned,0,900000
R_000335,EQ_00630,SITE_007,OP_0320,2025-10-10,2025-10-15,2025-10-15,5,Returned,0,45000
R_000336,EQ_00103,SITE_016,OP_0201,2025-09-17,2025-11-01,2025-10-29,45,Returned,1,990000
R_000337,EQ_00317,SITE_011,OP_0327,2024-12-13,2024-12-17,,4,Overdue,0,72000
R_000338,EQ_00708,SITE_025,OP_0051,2025-08-17,2025-09-06,2025-09-06,20,Returned,0,320000
R_000339,EQ_00734,SITE_020,OP_0310,2024-08-13,2024-09-21,,39,Active,0,273000
R_000340,EQ_00259,SITE_028,OP_0338,2024-10-22,2024-11-07,2024-11-07,16,Returned,0,480000
R_000341,EQ_00680,SITE_006,OP_0223,2025-04-26,2025-05-25,2025-05-27,29,Overdue Returned,0,261000
R_000342,EQ_00091,SITE_016,OP_0127,2024-01-30,2024-02-09,2024-02-10,10,Overdue Returned,1,220000
R_000343,EQ_00128,SITE_018,OP_0160,2024-04-06,2024-05-07,2024-05-07,31,Returned,0,434000
R_000344,EQ_00430,SITE_011,OP_0039,2024-07-13,2024-08-27,2024-08-27,45,Returned,0,630000
R_000345,EQ_00355,SITE_005,OP_0217,2025-06-25,2025-07-25,2025-07-25,30,Returned,0,480000
R_000346,EQ_00355,SITE_014,OP_0236,2024-02-19,2024-03-05,,15,Active,0,240000
R_000347,EQ_00110,SITE_006,OP_0047,2026-06-25,2026-08-04,2026-08-05,40,Overdue Returned,0,720000
R_000348,EQ_00649,SITE_025,OP_0182,2026-03-06,2026-03-23,,17,Overdue,1,306000
R_000349,EQ_00363,SITE_009,OP_0077,2025-07-30,2025-08-22,2025-08-27,23,Overdue Returned,0,506000
R_000350,EQ_00296,SITE_020,OP_0193,2024-01-14,2024-02-11,2024-02-11,28,Returned,0,448000
R_000351,EQ_00463,SITE_009,OP_0020,2026-07-11,2026-08-13,2026-08-13,33,Returned,0,594000
R_000352,EQ_00498,SITE_027,OP_0101,2026-07-12,2026-07-17,2026-07-17,5,Returned,1,150000
R_000353,EQ_00184,SITE_020,OP_0100,2026-04-15,2026-05-25,2026-05-25,40,Returned,0,560000
R_000354,EQ_00243,SITE_009,OP_0053,2024-09-03,2024-10-15,2024-10-14,42,Returned,0,756000
R_000355,EQ_00215,SITE_006,OP_0324,2026-06-05,2026-07-10,2026-07-09,35,Returned,0,630000
R_000356,EQ_00198,SITE_023,OP_0068,2025-06-24,2025-08-03,2025-07-31,40,Returned,0,880000
R_000357,EQ_00549,SITE_016,OP_0122,2026-03-30,2026-05-08,2026-05-18,39,Overdue Returned,1,624000
R_000358,EQ_00261,SITE_018,OP_0237,2024-08-07,2024-09-15,2024-09-15,39,Returned,0,858000
R_000359,EQ_00436,SITE_012,OP_0209,2024-11-04,2024-12-17,2024-12-22,43,Overdue Returned,0,688000
R_000360,EQ_00574,SITE_007,OP_0200,2024-03-06,2024-03-21,2024-03-21,15,Returned,0,450000
R_000361,EQ_00330,SITE_013,OP_0215,2026-01-21,2026-02-04,2026-02-04,14,Returned,1,308000
R_000362,EQ_00468,SITE_008,OP_0222,2025-10-05,2025-11-16,2025-11-16,42,Returned,0,1260000
R_000363,EQ_00402,SITE_015,OP_0344,2025-05-20,2025-06-09,,20,Overdue,0,600000
R_000364,EQ_00054,SITE_016,OP_0192,2025-02-12,2025-03-10,2025-03-10,26,Returned,1,182000
R_000365,EQ_00441,SITE_013,OP_0103,2025-11-04,2025-12-03,2025-12-03,29,Returned,1,522000
R_000366,EQ_00038,SITE_028,OP_0229,2025-02-19,2025-03-20,2025-03-20,29,Returned,0,638000
R_000367,EQ_00068,SITE_026,OP_0340,2025-07-29,2025-09-12,2025-09-12,45,Returned,0,810000
R_000368,EQ_00055,SITE_017,OP_0225,2024-06-04,2024-07-03,2024-07-03,29,Returned,0,522000
R_000369,EQ_00274,SITE_023,OP_0217,2025-12-31,2026-01-06,2026-01-06,6,Returned,1,132000
R_000370,EQ_00048,SITE_022,OP_0063,2026-07-13,2026-08-03,2026-08-02,21,Returned,0,189000
R_000371,EQ_00336,SITE_021,OP_0180,2024-09-06,2024-09-13,2024-09-13,7,Returned,0,126000
R_000372,EQ_00570,SITE_006,OP_0138,2024-04-28,2024-06-04,,37,Active,0,814000
R_000373,EQ_00215,SITE_019,OP_0288,2024-08-04,2024-09-09,2024-09-09,36,Returned,1,648000
R_000374,EQ_00465,SITE_009,OP_0064,2026-07-24,2026-09-02,2026-09-02,40,Returned,0,280000
R_000375,EQ_00152,SITE_011,OP_0129,2024-10-01,2024-11-14,,44,Overdue,0,792000
R_000376,EQ_00163,SITE_005,OP_0047,2026-01-13,2026-02-17,2026-02-14,35,Returned,1,560000
R_000377,EQ_00233,SITE_016,OP_0045,2024-05-03,2024-05-07,2024-05-07,4,Returned,0,88000
R_000378,EQ_00168,SITE_018,OP_0313,2024-11-30,2024-12-31,,31,Active,0,930000
R_000379,EQ_00467,SITE_027,OP_0240,2024-12-09,2025-01-08,2025-01-10,30,Overdue Returned,0,540000
R_000380,EQ_00440,SITE_018,OP_0058,2026-07-27,2026-08-23,2026-08-23,27,Returned,1,378000
R_000381,EQ_00672,SITE_027,OP_0184,2024-12-20,2025-01-29,2025-01-29,40,Returned,0,560000
R_000382,EQ_00139,SITE_025,OP_0006,2025-12-21,2025-12-27,2025-12-28,6,Overdue Returned,0,108000
R_000383,EQ_00084,SITE_027,OP_0089,2025-06-02,2025-06-08,2025-06-09,6,Overdue Returned,1,108000
R_000384,EQ_00085,SITE_005,OP_0263,2024-01-06,2024-01-21,2024-01-23,15,Overdue Returned,1,270000
R_000385,EQ_00534,SITE_026,OP_0208,2024-02-21,2024-03-09,2024-03-07,17,Returned,0,272000
R_000386,EQ_00659,SITE_029,OP_0266,2025-09-23,2025-10-19,2025-10-21,26,Overdue Returned,0,234000
R_000387,EQ_00358,SITE_026,OP_0272,2024-02-24,2024-03-24,2024-03-24,29,Returned,0,638000
R_000388,EQ_00493,SITE_010,OP_0345,2026-07-04,2026-08-05,2026-08-05,32,Returned,0,224000
R_000389,EQ_00412,SITE_025,OP_0079,2026-08-04,2026-08-12,2026-08-13,8,Overdue Returned,0,72000
R_000390,EQ_00079,SITE_010,OP_0023,2024-10-20,2024-10-25,,5,Overdue,1,90000
R_000391,EQ_00620,SITE_027,OP_0270,2025-09-09,2025-10-24,,45,Active,0,630000
R_000392,EQ_00259,SITE_005,OP_0097,2025-07-17,2025-08-27,2025-08-29,41,Overdue Returned,0,1230000
R_000393,EQ_00601,SITE_005,OP_0172,2026-06-23,2026-08-04,2026-08-06,42,Overdue Returned,0,588000
R_000394,EQ_00491,SITE_006,OP_0134,2024-08-14,2024-09-16,2024-09-17,33,Overdue Returned,1,726000
R_000395,EQ_00246,SITE_027,OP_0127,2025-10-08,2025-11-01,2025-11-06,24,Overdue Returned,0,336000
R_000396,EQ_00055,SITE_013,OP_0340,2024-02-16,2024-03-31,2024-03-31,44,Returned,0,792000
R_000397,EQ_00234,SITE_023,OP_0117,2025-12-16,2025-12-27,2025-12-26,11,Returned,0,242000
R_000398,EQ_00069,SITE_023,OP_0173,2025-02-13,2025-02-26,2025-02-24,13,Returned,1,117000
R_000399,EQ_00198,SITE_028,OP_0121,2025-12-08,2025-12-25,2025-12-25,17,Returned,0,374000
R_000400,EQ_00746,SITE_029,OP_0126,2026-03-05,2026-04-03,2026-04-03,29,Returned,0,203000
R_000401,EQ_00653,SITE_025,OP_0056,2026-04-12,2026-05-21,2026-05-21,39,Returned,1,858000
R_000402,EQ_00195,SITE_011,OP_0014,2025-10-18,2025-11-20,2025-11-20,33,Returned,0,990000
R_000403,EQ_00698,SITE_003,OP_0135,2026-08-03,2026-09-12,2026-09-14,40,Overdue Returned,0,560000
R_000404,EQ_00796,SITE_016,OP_0086,2024-03-26,2024-04-29,,34,Overdue,0,238000
R_000405,EQ_00630,SITE_025,OP_0350,2025-03-15,2025-04-19,2025-04-18,35,Returned,0,315000
R_000406,EQ_00656,SITE_006,OP_0040,2026-05-02,2026-06-07,2026-06-07,36,Returned,0,252000
R_000407,EQ_00485,SITE_028,OP_0182,2025-09-18,2025-10-15,2025-10-15,27,Returned,0,189000
R_000408,EQ_00317,SITE_021,OP_0267,2025-11-30,2025-12-27,2025-12-27,27,Returned,0,486000
R_000409,EQ_00704,SITE_022,OP_0271,2026-02-27,2026-03-17,2026-03-17,18,Returned,1,396000
R_000410,EQ_00051,SITE_024,OP_0027,2025-09-03,2025-10-05,2025-10-05,32,Returned,0,512000
R_000411,EQ_00484,SITE_024,OP_0088,2024-10-12,2024-11-02,2024-11-02,21,Returned,0,189000
R_000412,EQ_00162,SITE_016,OP_0244,2024-10-14,2024-11-22,2024-11-22,39,Returned,0,702000
R_000413,EQ_00363,SITE_011,OP_0174,2024-05-30,2024-06-22,2024-06-22,23,Returned,0,506000
R_000414,EQ_00550,SITE_016,OP_0278,2025-01-05,2025-02-05,2025-02-05,31,Returned,1,434000
R_000415,EQ_00268,SITE_020,OP_0218,2025-06-05,2025-06-17,,12,Active,0,84000
R_000416,EQ_00078,SITE_027,OP_0166,2024-03-12,2024-03-23,2024-03-23,11,Returned,0,77000
R_000417,EQ_00491,SITE_009,OP_0226,2025-06-23,2025-07-02,,9,Overdue,0,198000
R_000418,EQ_00370,SITE_027,OP_0077,2025-11-02,2025-11-09,,7,Overdue,0,154000
R_000419,EQ_00678,SITE_026,OP_0036,2024-01-23,2024-03-07,2024-03-08,44,Overdue Returned,0,792000
R_000420,EQ_00202,SITE_026,OP_0204,2025-09-20,2025-10-15,2025-10-15,25,Returned,0,350000
R_000421,EQ_00377,SITE_019,OP_0200,2024-01-30,2024-02-14,2024-02-14,15,Returned,1,210000
R_000422,EQ_00517,SITE_018,OP_0117,2024-12-17,2025-01-24,2025-01-23,38,Returned,0,836000
R_000423,EQ_00173,SITE_006,OP_0213,2025-08-28,2025-09-23,2025-09-22,26,Returned,0,182000
R_000424,EQ_00232,SITE_003,OP_0058,2024-04-15,2024-05-08,2024-05-08,23,Returned,0,414000
R_000425,EQ_00017,SITE_022,OP_0344,2024-09-23,2024-10-04,2024-10-05,11,Overdue Returned,1,77000
R_000426,EQ_00250,SITE_022,OP_0336,2024-12-05,2024-12-29,2024-12-29,24,Returned,0,168000
R_000427,EQ_00383,SITE_005,OP_0260,2026-03-11,2026-04-24,,44,Active,0,308000
R_000428,EQ_00068,SITE_010,OP_0182,2025-05-23,2025-07-01,2025-07-02,39,Overdue Returned,1,702000
R_000429,EQ_00239,SITE_004,OP_0050,2026-03-09,2026-03-31,2026-04-01,22,Overdue Returned,1,308000
R_000430,EQ_00424,SITE_017,OP_0010,2025-10-29,2025-11-06,,8,Active,0,56000
R_000431,EQ_00215,SITE_027,OP_0196,2025-08-26,2025-09-03,2025-09-02,8,Returned,0,144000
R_000432,EQ_00499,SITE_022,OP_0337,2025-06-22,2025-06-29,2025-06-29,7,Returned,0,126000
R_000433,EQ_00501,SITE_008,OP_0196,2025-07-18,2025-08-17,2025-08-19,30,Overdue Returned,0,270000
R_000434,EQ_00639,SITE_008,OP_0103,2025-05-21,2025-06-13,2025-06-13,23,Returned,0,414000
R_000435,EQ_00658,SITE_010,OP_0109,2025-06-17,2025-07-10,,23,Overdue,0,414000
R_000436,EQ_00136,SITE_020,OP_0308,2024-08-25,2024-08-29,,4,Active,0,36000
R_000437,EQ_00684,SITE_010,OP_0210,2024-08-24,2024-08-31,2024-08-31,7,Returned,0,154000
R_000438,EQ_00215,SITE_018,OP_0138,2025-08-27,2025-09-27,,31,Active,1,558000
R_000439,EQ_00502,SITE_018,OP_0280,2024-05-20,2024-06-08,2024-06-08,19,Returned,1,266000
R_000440,EQ_00653,SITE_006,OP_0020,2025-05-26,2025-06-26,2025-06-26,31,Returned,0,682000
R_000441,EQ_00727,SITE_011,OP_0084,2025-03-08,2025-04-01,2025-04-01,24,Returned,0,720000
R_000442,EQ_00367,SITE_007,OP_0225,2026-01-31,2026-02-26,2026-02-26,26,Returned,1,364000
R_000443,EQ_00251,SITE_010,OP_0302,2024-01-14,2024-01-20,2024-01-20,6,Returned,0,54000
R_000444,EQ_00125,SITE_030,OP_0244,2024-07-31,2024-08-13,2024-08-13,13,Returned,0,286000
R_000445,EQ_00279,SITE_019,OP_0213,2026-01-29,2026-02-13,2026-02-13,15,Returned,0,210000
R_000446,EQ_00309,SITE_015,OP_0349,2024-06-18,2024-08-01,2024-08-01,44,Returned,0,792000
R_000447,EQ_00290,SITE_011,OP_0293,2024-06-01,2024-06-04,2024-06-04,3,Returned,0,21000
R_000448,EQ_00533,SITE_008,OP_0290,2025-08-04,2025-08-21,2025-08-21,17,Returned,0,374000
R_000449,EQ_00457,SITE_002,OP_0142,2024-12-25,2025-01-19,2025-01-18,25,Returned,0,175000
R_000450,EQ_00761,SITE_015,OP_0241,2025-10-10,2025-11-23,,44,Active,0,616000
R_000451,EQ_00074,SITE_012,OP_0268,2025-07-05,2025-08-17,,43,Overdue,1,387000
R_000452,EQ_00653,SITE_016,OP_0160,2024-03-09,2024-03-17,2024-03-16,8,Returned,0,176000
R_000453,EQ_00408,SITE_002,OP_0051,2025-04-18,2025-05-17,,29,Overdue,0,203000
R_000454,EQ_00525,SITE_003,OP_0301,2025-01-02,2025-02-06,2025-02-03,35,Returned,1,770000
R_000455,EQ_00137,SITE_019,OP_0190,2024-04-24,2024-05-27,2024-05-28,33,Overdue Returned,0,297000
R_000456,EQ_00047,SITE_016,OP_0261,2025-10-30,2025-12-12,,43,Overdue,0,387000
R_000457,EQ_00587,SITE_004,OP_0226,2026-04-14,2026-04-22,,8,Active,0,72000
R_000458,EQ_00671,SITE_022,OP_0041,2025-06-23,2025-08-04,2025-08-04,42,Returned,0,672000
R_000459,EQ_00039,SITE_014,OP_0091,2024-04-28,2024-05-12,,14,Overdue,0,126000
R_000460,EQ_00017,SITE_014,OP_0320,2024-06-13,2024-06-28,2024-06-28,15,Returned,1,105000
R_000461,EQ_00324,SITE_014,OP_0280,2024-01-06,2024-02-10,,35,Active,0,630000
R_000462,EQ_00624,SITE_014,OP_0136,2026-02-24,2026-03-15,2026-03-15,19,Returned,0,342000
R_000463,EQ_00349,SITE_016,OP_0251,2025-02-14,2025-02-23,,9,Active,1,162000
R_000464,EQ_00437,SITE_008,OP_0010,2024-12-12,2024-12-16,2024-12-16,4,Returned,0,64000
R_000465,EQ_00190,SITE_025,OP_0039,2026-04-22,2026-05-26,2026-05-25,34,Returned,1,612000
R_000466,EQ_00509,SITE_028,OP_0141,2026-02-26,2026-03-15,,17,Active,0,374000
R_000467,EQ_00636,SITE_007,OP_0009,2024-10-01,2024-10-29,,28,Active,0,448000
R_000468,EQ_00110,SITE_013,OP_0005,2024-01-27,2024-02-06,,10,Active,0,180000
R_000469,EQ_00565,SITE_019,OP_0229,2024-12-05,2025-01-15,,41,Active,0,902000
R_000470,EQ_00055,SITE_006,OP_0012,2024-04-21,2024-05-18,2024-05-17,27,Returned,1,486000
R_000471,EQ_00550,SITE_025,OP_0183,2025-04-12,2025-04-19,2025-04-19,7,Returned,0,98000
R_000472,EQ_00194,SITE_021,OP_0024,2024-02-18,2024-02-26,2024-02-26,8,Returned,0,240000
R_000473,EQ_00141,SITE_030,OP_0255,2024-12-21,2025-01-11,2025-01-11,21,Returned,1,378000
R_000474,EQ_00053,SITE_012,OP_0049,2025-05-23,2025-06-18,2025-06-19,26,Overdue Returned,0,416000
R_000475,EQ_00216,SITE_026,OP_0254,2025-02-12,2025-03-24,,40,Active,1,880000
R_000476,EQ_00774,SITE_002,OP_0129,2026-06-09,2026-07-07,2026-07-07,28,Returned,0,504000
R_000477,EQ_00384,SITE_008,OP_0071,2026-06-23,2026-07-20,2026-07-20,27,Returned,0,378000
R_000478,EQ_00330,SITE_021,OP_0047,2025-05-21,2025-06-30,2025-06-28,40,Returned,0,880000
R_000479,EQ_00401,SITE_011,OP_0047,2025-10-14,2025-10-24,2025-10-24,10,Returned,0,70000
R_000480,EQ_00274,SITE_016,OP_0086,2026-07-10,2026-07-13,2026-07-12,3,Returned,0,66000
R_000481,EQ_00083,SITE_009,OP_0117,2025-09-01,2025-09-17,2025-09-17,16,Returned,0,224000
R_000482,EQ_00581,SITE_026,OP_0087,2024-09-16,2024-10-30,2024-10-30,44,Returned,0,704000
R_000483,EQ_00130,SITE_014,OP_0242,2024-06-28,2024-08-02,2024-08-02,35,Returned,1,490000
R_000484,EQ_00126,SITE_008,OP_0215,2025-10-16,2025-11-15,2025-11-15,30,Returned,0,210000
R_000485,EQ_00587,SITE_028,OP_0286,2025-11-27,2026-01-01,2026-01-01,35,Returned,0,315000
R_000486,EQ_00644,SITE_029,OP_0100,2026-03-12,2026-04-02,2026-04-02,21,Returned,1,378000
R_000487,EQ_00410,SITE_002,OP_0094,2024-01-04,2024-01-20,2024-01-20,16,Returned,0,480000
R_000488,EQ_00746,SITE_028,OP_0120,2024-07-06,2024-08-02,,27,Active,1,189000
R_000489,EQ_00512,SITE_019,OP_0258,2025-03-13,2025-04-26,2025-05-06,44,Overdue Returned,0,396000
R_000490,EQ_00277,SITE_012,OP_0149,2025-06-17,2025-07-06,2025-07-06,19,Returned,0,171000
R_000491,EQ_00181,SITE_030,OP_0185,2025-11-02,2025-11-30,2025-11-30,28,Returned,0,252000
R_000492,EQ_00288,SITE_001,OP_0013,2026-07-13,2026-08-07,,25,Active,0,225000
R_000493,EQ_00549,SITE_006,OP_0031,2025-11-22,2025-11-25,2025-11-25,3,Returned,0,48000
R_000494,EQ_00576,SITE_024,OP_0214,2024-02-15,2024-03-25,2024-03-25,39,Returned,0,546000
R_000495,EQ_00429,SITE_015,OP_0270,2024-02-11,2024-02-18,,7,Active,0,63000
R_000496,EQ_00333,SITE_030,OP_0161,2026-07-05,2026-08-19,2026-08-19,45,Returned,0,405000
R_000497,EQ_00248,SITE_017,OP_0173,2024-06-25,2024-07-10,2024-07-10,15,Returned,0,330000
R_000498,EQ_00118,SITE_003,OP_0102,2026-05-28,2026-06-01,,4,Active,0,36000
R_000499,EQ_00392,SITE_023,OP_0121,2024-12-28,2025-01-27,2025-01-26,30,Returned,0,270000
R_000500,EQ_00479,SITE_020,OP_0187,2024-11-25,2024-12-27,2024-12-27,32,Returned,1,224000
R_000501,EQ_00325,SITE_014,OP_0320,2024-07-24,2024-08-07,2024-08-07,14,Returned,1,224000
